# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Mon Sep 26 06:50:01 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  where (pl_pnum > 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_hostname:    Host Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_letter:      Planet Letter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_discmethod:  Discovery Method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_pnum:        Number of Planets in System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbper:      Orbital Period [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbperlim:   Orbital Period Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbeccen:    Eccentricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i)Upper Unc. [Jupiter mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i)Lower Unc. [Jupiter mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i)Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radj:        Planet Radius [Jupiter radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radjlim:     Planet Radius Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_ttvflag:     TTV Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_dist:        Distance [pc],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_disterr1:    Distance Upper Unc. [pc],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_disterr2:    Distance Lower Unc. [pc],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_distlim:     Distance Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masslim:     Stellar Mass Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_massblend:   Stellar Mass Blend Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_rad:         Stellar Radius [Solar radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_radlim:      Stellar Radius Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_radblend:    Stellar Radius Blend Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_ttvflag,st_dist,st_disterr1,st_disterr2,st_distlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend
1292,Kepler-1336,c,Transit,2,5.77721211,0.00002788,-0.00002788,0,,,,,,,,,,,,,,0.153,0.024,-0.031,0,0,822,119.57,-166.9,0,0.94,0.05,-0.04,0,0,1.3,0.19,-0.26,0,0
1296,Kepler-134,b,Transit,2,5.317429,0.000008,-0.000008,0,0.06,,,0,,,,,,,,,,0.178,0.035,-0.035,0,0,,,,,,,,,,1.18,0.23,-0.23,0,0
1297,Kepler-134,c,Transit,2,10.105785,0.000053,-0.000053,0,0.092,,,0,,,,,,,,,,0.112,0.022,-0.022,0,0,,,,,,,,,,1.18,0.23,-0.23,0,0
1308,Kepler-135,b,Transit,2,6.00253,0.000016,-0.000016,0,0.067,,,0,,,,,,,,,,0.161,0.031,-0.031,0,0,,,,,,,,,,1.27,0.24,-0.24,0,0
1309,Kepler-135,c,Transit,2,11.448708,0.000145,-0.000145,0,0.103,,,0,,,,,,,,,,0.103,0.021,-0.021,0,0,,,,,,,,,,1.27,0.24,-0.24,0,0
1310,Kepler-1350,b,Transit,2,4.4968604,0.00001273,-0.00001273,0,,,,,,,,,,,,,,0.225,0.014,-0.022,0,0,350,27.86,-43.95,0,0.55,0.03,-0.05,0,0,0.53,0.03,-0.05,0,0
1311,Kepler-1350,c,Transit,2,1.76678906,0.00000712,-0.00000712,0,,,,,,,,,,,,,,0.154,0.011,-0.016,0,0,350,27.86,-43.95,0,0.55,0.03,-0.05,0,0,0.53,0.03,-0.05,0,0
1321,Kepler-136,b,Transit,2,11.5789,0.00003,-0.00003,0,0.106,,,0,,,,,,,,,,0.183,0.034,-0.034,0,1,,,,,1.2,,,0,0,1.35,0.25,-0.25,0,0
1322,Kepler-136,c,Transit,2,16.399235,0.000051,-0.000051,0,0.133,,,0,,,,,,,,,,0.178,0.033,-0.033,0,0,,,,,1.2,,,0,0,1.35,0.25,-0.25,0,0
1328,Kepler-1365,b,Transit,2,7.69993485,0.00004726,-0.00004726,0,,,,,,,,,,,,,,0.082,0.012,-0.009,0,0,541,80.6,-51.23,0,1,0.04,-0.04,0,0,1.05,0.15,-0.1,0,0
1329,Kepler-1365,c,Transit,2,4.77468005,0.00004014,-0.00004014,0,,,,,,,,,,,,,,0.071,0.011,-0.007,0,0,541,80.6,-51.23,0,1,0.04,-0.04,0,0,1.05,0.15,-0.1,0,0
1334,Kepler-137,b,Transit,2,8.436387,0.000018,-0.000018,0,0.077,,,0,,,,,,,,,,0.131,0.01,-0.01,0,0,,,,,,,,,,0.8,0.06,-0.06,0,0
1335,Kepler-137,c,Transit,2,18.735753,0.000035,-0.000035,0,0.13,,,0,,,,,,,,,,0.168,0.012,-0.012,0,0,,,,,,,,,,0.8,0.06,-0.06,0,0
1336,Kepler-1370,b,Transit,2,20.2641684,0.0001111,-0.0001111,0,,,,,,,,,,,,,,0.164,0.059,-0.023,0,0,878,308.5,-128.51,0,1.19,0.15,-0.09,0,0,1.29,0.46,-0.18,0,0
1337,Kepler-1370,c,Transit,2,7.44142113,0.00005404,-0.00005404,0,,,,,,,,,,,,,,0.113,0.05,-0.016,0,0,878,308.5,-128.51,0,1.19,0.15,-0.09,0,0,1.29,0.46,-0.18,0,0
1338,Kepler-1371,b,Transit,2,3.4462039,0.00002017,-0.00002017,0,,,,,,,,,,,,,,0.065,0.007,-0.004,0,0,450,36.81,-31.96,0,0.87,0.04,-0.05,0,0,0.83,0.07,-0.06,0,0
1339,Kepler-1371,c,Transit,2,2.00541269,0.00001065,-0.00001065,0,,,,,,,,,,,,,,0.057,0.006,-0.004,0,0,450,36.81,-31.96,0,0.87,0.04,-0.05,0,0,0.83,0.07,-0.06,0,0
1348,Kepler-138,b,Transit,3,10.3126,0.0004,-0.0006,0,,,,,,,,,0.00021,0.00019,-0.00012,0,Mass,0.047,0.003,-0.003,0,1,,,,,0.52,0.06,-0.06,0,0,0.44,0.02,-0.02,0,0
1349,Kepler-138,c,Transit,3,13.7813,0.0001,-0.0001,0,,,,,,,,,0.0062,0.00602,-0.00352,0,Mass,0.107,0.006,-0.006,0,1,,,,,0.52,0.06,-0.06,0,0,0.44,0.02,-0.02,0,0
1350,Kepler-138,d,Transit,3,23.0881,0.0009,-0.0008,0,,,,,,,,,0.00201,0.00212,-0.00122,0,Mass,0.108,0.007,-0.007,0,1,,,,,0.52,0.06,-0.06,0,0,0.44,0.02,-0.02,0,0
1359,Kepler-1388,b,Transit,4,12.2854603,0.00008795,-0.00008795,0,,,,,,,,,,,,,,0.231,0.012,-0.012,0,0,492,23.64,-30.78,0,0.63,0.02,-0.03,0,0,0.61,0.02,-0.03,0,0
1360,Kepler-1388,c,Transit,4,5.53608151,0.0000288,-0.0000288,0,,,,,,,,,,,,,,0.202,0.012,-0.01,0,0,492,23.64,-30.78,0,0.63,0.02,-0.03,0,0,0.61,0.02,-0.03,0,0
1361,Kepler-1388,d,Transit,4,20.9568158,0.0001713,-0.0001713,0,,,,,,,,,,,,,,0.255,0.011,-0.017,0,0,492,23.64,-30.78,0,0.63,0.02,-0.03,0,0,0.61,0.02,-0.03,0,0
1362,Kepler-1388,e,Transit,4,37.6327084,0.0007269,-0.0007269,0,,,,,,,,,,,,,,0.219,0.012,-0.013,0,0,492,23.64,-30.78,0,0.63,0.02,-0.03,0,0,0.61,0.02,-0.03,0,0
1364,Kepler-139,b,Transit,2,15.771044,0.000037,-0.000037,0,0.127,,,0,,,,,,,,,,0.262,0.051,-0.051,0,0,,,,,1.08,,,0,0,1.3,0.25,-0.25,0,0
1365,Kepler-139,c,Transit,2,157.072878,0.00172,-0.00172,0,0.586,,,0,,,,,,,,,,0.302,0.062,-0.062,0,1,,,,,1.08,,,0,0,1.3,0.25,-0.25,0,0
1374,Kepler-1398,b,Transit,2,2.78815679,0.00002021,-0.00002021,0,,,,,,,,,,,,,,0.08,0.025,-0.011,0,0,793,247.19,-101.04,0,1.13,0.12,-0.08,0,0,1.18,0.37,-0.14,0,0
1375,Kepler-1398,c,Transit,2,4.13827595,0.00002616,-0.00002616,0,,,,,,,,,,,,,,0.092,0.033,-0.013,0,0,793,247.19,-101.04,0,1.13,0.12,-0.08,0,0,1.18,0.37,-0.14,0,0
1378,Kepler-140,b,Transit,2,3.25427,0.000008,-0.000008,0,0.045,,,0,,,,,,,,,,0.144,0.028,-0.028,0,0,,,,,,,,,,1.29,0.24,-0.24,0,0
1379,Kepler-140,c,Transit,2,91.353282,0.00137,-0.00137,0,0.414,,,0,,,,,,,,,,0.161,0.031,-0.031,0,0,,,,,,,,,,1.29,0.24,-0.24,0,0
1390,Kepler-141,b,Transit,2,3.107675,0.000022,-0.000022,0,0.039,,,0,,,,,,,,,,0.062,0.004,-0.004,0,0,,,,,1,,,0,0,0.79,0.04,-0.04,0,0
1391,Kepler-141,c,Transit,2,7.010606,0.00002,-0.00002,0,0.067,,,0,,,,,,,,,,0.126,0.008,-0.008,0,0,,,,,1,,,0,0,0.79,0.04,-0.04,0,0
1402,Kepler-142,b,Transit,3,2.024152,0.000003,-0.000003,0,0.032,,,0,,,,,,,,,,0.178,0.035,-0.035,0,0,,,,,0.99,,,0,0,1.27,0.24,-0.24,0,0
1403,Kepler-142,c,Transit,3,4.761702,0.000005,-0.000005,0,0.057,,,0,,,,,,,,,,0.255,0.049,-0.049,0,0,,,,,0.99,,,0,0,1.27,0.24,-0.24,0,0
1404,Kepler-142,d,Transit,3,41.809118,0.000562,-0.000562,0,0.242,,,0,,,,,,,,,,0.193,0.042,-0.042,0,0,,,,,0.99,,,0,0,1.27,0.24,-0.24,0,0
1415,Kepler-143,b,Transit,2,16.007583,0.000093,-0.000093,0,0.127,,,0,,,,,,,,,,0.215,0.054,-0.054,0,0,,,,,,,,,,1.36,0.32,-0.32,0,0
1416,Kepler-143,c,Transit,2,27.082511,0.000169,-0.000169,0,0.181,,,0,,,,,,,,,,0.301,0.075,-0.075,0,0,,,,,,,,,,1.36,0.32,-0.32,0,0
1427,Kepler-144,b,Transit,2,5.885273,0.00002,-0.00002,0,0.066,,,0,,,,,,,,,,0.119,0.023,-0.023,0,0,,,,,1.03,,,0,0,1.24,0.24,-0.24,0,0
1428,Kepler-144,c,Transit,2,10.104665,0.000043,-0.000043,0,0.094,,,0,,,,,,,,,,0.12,0.023,-0.023,0,0,,,,,1.03,,,0,0,1.24,0.24,-0.24,0,0
1439,Kepler-145,b,Transit,2,22.951,,,0,,,,,,,,,0.117,0.036,-0.036,0,Mass,0.236,0.007,-0.007,0,1,,,,,1.32,0.1,-0.1,0,0,1.85,0.05,-0.05,0,0
1440,Kepler-145,c,Transit,2,42.882,,,0,,,,,,,,,0.25,0.052,-0.052,0,Mass,0.385,0.011,-0.011,0,1,,,,,1.32,0.1,-0.1,0,0,1.85,0.05,-0.05,0,0
1451,Kepler-146,b,Transit,2,31.158799,0.000079,-0.000079,0,0.2,,,0,,,,,,,,,,0.331,0.062,-0.062,0,0,,,,,,,,,,1.21,0.23,-0.23,0,0
1452,Kepler-146,c,Transit,2,76.732171,0.000609,-0.000609,0,0.364,,,0,,,,,,,,,,0.279,0.053,-0.053,0,0,,,,,,,,,,1.21,0.23,-0.23,0,0
1457,Kepler-1464,b,Transit,2,31.7785901,0.0002734,-0.0002734,0,,,,,,,,,,,,,,0.148,0.026,-0.014,0,0,692,118.93,-68.73,0,1.02,0.06,-0.06,0,0,1.01,0.17,-0.09,0,0
1458,Kepler-1464,c,Transit,2,5.32786292,0.00005389,-0.00005389,0,,,,,,,,,,,,,,0.089,0.02,-0.01,0,0,692,118.93,-68.73,0,1.02,0.06,-0.06,0,0,1.01,0.17,-0.09,0,0
1462,Kepler-1468,b,Transit,2,8.23984869,0.00003988,-0.00003988,0,,,,,,,,,,,,,,0.154,0.037,-0.017,0,0,1130,198.65,-132.75,0,1.04,0.08,-0.07,0,0,1.05,0.18,-0.11,0,0
1463,Kepler-1468,c,Transit,2,3.54553021,0.00002273,-0.00002273,0,,,,,,,,,,,,,,0.103,0.022,-0.012,0,0,1130,198.65,-132.75,0,1.04,0.08,-0.07,0,0,1.05,0.18,-0.11,0,0
1465,Kepler-147,b,Transit,2,12.610584,0.000228,-0.000228,0,0.113,,,0,,,,,,,,,,0.136,0.028,-0.028,0,0,,,,,1.01,,,0,0,1.47,0.29,-0.29,0,0
1466,Kepler-147,c,Transit,2,33.416423,0.000416,-0.000416,0,0.216,,,0,,,,,,,,,,0.217,0.044,-0.044,0,0,,,,,1.01,,,0,0,1.47,0.29,-0.29,0,0
1477,Kepler-148,b,Transit,3,1.729366,0.000004,-0.000004,0,0.028,,,0,,,,,,,,,,0.161,0.078,-0.078,0,0,,,,,,,,,,0.85,0.41,-0.41,0,0
1478,Kepler-148,c,Transit,3,4.180043,0.000004,-0.000004,0,0.05,,,0,,,,,,,,,,0.321,0.157,-0.157,0,0,,,,,,,,,,0.85,0.41,-0.41,0,0
1479,Kepler-148,d,Transit,3,51.84688575,0.0000257,-0.0000257,0,,,,,,,,,,,,,,0.774,0.046,-0.037,0,0,,,,,,,,,,0.85,0.41,-0.41,0,0
1490,Kepler-149,b,Transit,3,29.198943,0.000041,-0.000041,0,0.184,,,0,,,,,,,,,,0.376,0.054,-0.054,0,0,,,,,,,,,,0.95,0.14,-0.14,0,0
1491,Kepler-149,c,Transit,3,55.328328,0.001946,-0.001946,0,0.281,,,0,,,,,,,,,,0.144,0.021,-0.021,0,0,,,,,,,,,,0.95,0.14,-0.14,0,0
1492,Kepler-149,d,Transit,3,160.018032,0.001096,-0.001096,0,0.571,,,0,,,,,,,,,,0.353,0.061,-0.061,0,0,,,,,,,,,,0.95,0.14,-0.14,0,0
1504,Kepler-150,b,Transit,4,3.428054,0.000026,-0.000026,0,0.044,,,0,,,,,,,,,,0.112,0.017,-0.017,0,0,,,,,,,,,,0.94,0.14,-0.14,0,0
1505,Kepler-150,c,Transit,4,7.381998,0.00001,-0.00001,0,0.073,,,0,,,,,,,,,,0.329,0.053,-0.053,0,0,,,,,,,,,,0.94,0.14,-0.14,0,0
1506,Kepler-150,d,Transit,4,12.56093,0.000036,-0.000036,0,0.104,,,0,,,,,,,,,,0.249,0.037,-0.037,0,0,,,,,,,,,,0.94,0.14,-0.14,0,0
1507,Kepler-150,e,Transit,4,30.826557,0.000199,-0.000199,0,0.189,,,0,,,,,,,,,,0.278,0.049,-0.049,0,0,,,,,,,,,,0.94,0.14,-0.14,0,0
1518,Kepler-151,b,Transit,2,15.228958,0.00003,-0.00003,0,0.116,,,0,,,,,,,,,,0.273,0.136,-0.136,0,0,,,,,0.83,,,0,0,0.83,0.41,-0.41,0,0
1519,Kepler-151,c,Transit,2,24.674612,0.000106,-0.000106,0,0.16,,,0,,,,,,,,,,0.186,0.093,-0.093,0,0,,,,,0.83,,,0,0,0.83,0.41,-0.41,0,0
1530,Kepler-152,b,Transit,2,18.207973,0.000023,-0.000023,0,0.124,,,0,,,,,,,,,,0.249,0.015,-0.015,0,0,,,,,,,,,,0.72,0.04,-0.04,0,0
1531,Kepler-152,c,Transit,2,88.255055,0.000309,-0.000309,0,0.356,,,0,,,,,,,,,,0.213,0.014,-0.014,0,0,,,,,,,,,,0.72,0.04,-0.04,0,0
1542,Kepler-153,b,Transit,2,18.870227,0.000039,-0.000039,0,0.129,,,0,,,,,,,,,,0.261,0.157,-0.157,0,0,,,,,,,,,,0.89,0.54,-0.54,0,0
1543,Kepler-153,c,Transit,2,46.90232,0.000215,-0.000215,0,0.237,,,0,,,,,,,,,,0.226,0.136,-0.136,0,0,,,,,,,,,,0.89,0.54,-0.54,0,0
1544,Kepler-1530,b,Transit,2,2.5904434,0.0001715,-0.0001715,0,,,,,,,,,,,,,,0.146,0.019,-0.01,0,0,552,58.49,-32.93,0,0.92,0.04,-0.04,0,0,0.88,0.09,-0.05,0,0
1545,Kepler-1530,c,Transit,2,5.3227406,0.0006331,-0.0006331,0,,,,,,,,,,,,,,0.147,0.021,-0.01,0,0,552,58.49,-32.93,0,0.92,0.04,-0.04,0,0,0.88,0.09,-0.05,0,0
1555,Kepler-154,b,Transit,5,33.040532,0.000215,-0.000215,0,0.198,,,0,,,,,,,,,,0.202,0.039,-0.039,0,0,,,,,0.89,,,0,0,1,0.19,-0.19,0,0
1556,Kepler-154,c,Transit,5,62.303276,0.000406,-0.000406,0,0.303,,,0,,,,,,,,,,0.263,0.055,-0.055,0,0,,,,,0.89,,,0,0,1,0.19,-0.19,0,0
1557,Kepler-154,d,Transit,5,20.54981883,0.00002572,-0.00002572,0,,,,,,,,,,,,,,0.343,0.029,-0.021,0,0,,,,,0.89,,,0,0,1,0.19,-0.19,0,0
1558,Kepler-154,e,Transit,5,3.93276465,0.00001225,-0.00001225,0,,,,,,,,,,,,,,0.134,0.012,-0.011,0,0,,,,,0.89,,,0,0,1,0.19,-0.19,0,0
1559,Kepler-154,f,Transit,5,9.91935684,0.00007788,-0.00007788,0,,,,,,,,,,,,,,0.134,0.03,-0.019,0,0,,,,,0.89,,,0,0,1,0.19,-0.19,0,0
1562,Kepler-1542,b,Transit,4,3.95116882,0.00001633,-0.00001633,0,,,,,,,,,,,,,,0.068,0.01,-0.007,0,0,336,45.17,-31.3,0,0.94,0.03,-0.03,0,0,0.99,0.13,-0.09,0,0
1563,Kepler-1542,c,Transit,4,2.89223021,0.00001472,-0.00001472,0,,,,,,,,,,,,,,0.058,0.008,-0.005,0,0,336,45.17,-31.3,0,0.94,0.03,-0.03,0,0,0.99,0.13,-0.09,0,0
1564,Kepler-1542,d,Transit,4,5.99273738,0.0000226,-0.0000226,0,,,,,,,,,,,,,,0.078,0.011,-0.008,0,0,336,45.17,-31.3,0,0.94,0.03,-0.03,0,0,0.99,0.13,-0.09,0,0
1565,Kepler-1542,e,Transit,4,5.10115756,0.00002409,-0.00002409,0,,,,,,,,,,,,,,0.068,0.009,-0.007,0,0,336,45.17,-31.3,0,0.94,0.03,-0.03,0,0,0.99,0.13,-0.09,0,0
1573,Kepler-155,b,Transit,2,5.931194,0.000008,-0.000008,0,0.056,,,0,,,,,,,,,,0.186,0.019,-0.019,0,0,,,,,0.58,,,0,0,0.62,0.03,-0.03,0,0
1574,Kepler-155,c,Transit,2,52.661793,0.000236,-0.000236,0,0.242,,,0,,,,,,,,,,0.2,0.013,-0.013,0,0,,,,,0.58,,,0,0,0.62,0.03,-0.03,0,0
1585,Kepler-156,b,Transit,2,4.973456,0.000008,-0.000008,0,0.054,,,0,,,,,,,,,,0.205,0.015,-0.015,0,0,,,,,,,,,,0.81,0.05,-0.05,0,0
1586,Kepler-156,c,Transit,2,15.906801,0.000045,-0.000045,0,0.117,,,0,,,,,,,,,,0.227,0.017,-0.017,0,0,,,,,,,,,,0.81,0.05,-0.05,0,0
1597,Kepler-157,b,Transit,3,1.732342,0.000006,-0.000006,0,0.028,,,0,,,,,,,,,,0.118,0.023,-0.023,0,0,,,,,,,,,,1.04,0.2,-0.2,0,0
1598,Kepler-157,c,Transit,3,13.5405,0.000049,-0.000049,0,0.11,,,0,,,,,,,,,,0.2,0.038,-0.038,0,0,,,,,,,,,,1.04,0.2,-0.2,0,0
1599,Kepler-157,d,Transit,3,7.02573474,0.00002388,-0.00002388,0,,,,,,,,,,,,,,0.13,0.014,-0.009,0,0,,,,,,,,,,1.04,0.2,-0.2,0,0
1610,Kepler-158,b,Transit,2,16.709184,0.000064,-0.000064,0,0.111,,,0,,,,,,,,,,0.189,0.032,-0.032,0,0,,,,,,,,,,0.62,0.08,-0.08,0,0
1611,Kepler-158,c,Transit,2,28.551383,0.00014,-0.00014,0,0.158,,,0,,,,,,,,,,0.17,0.027,-0.027,0,0,,,,,,,,,,0.62,0.08,-0.08,0,0
1622,Kepler-159,b,Transit,2,10.139623,0.000022,-0.000022,0,0.082,,,0,,,,,,,,,,0.212,0.016,-0.016,0,1,,,,,,,,,,0.66,0.03,-0.03,0,0
1623,Kepler-159,c,Transit,2,43.595792,0.000125,-0.000125,0,0.218,,,0,,,,,,,,,,0.304,0.025,-0.025,0,1,,,,,,,,,,0.66,0.03,-0.03,0,0
1635,Kepler-160,b,Transit,2,4.309427,0.000017,-0.000017,0,0.05,,,0,,,,,,,,,,0.137,0.068,-0.068,0,0,,,,,,,,,,0.88,0.43,-0.43,0,0
1636,Kepler-160,c,Transit,2,13.699087,0.000031,-0.000031,0,0.109,,,0,,,,,,,,,,0.322,0.158,-0.158,0,1,,,,,,,,,,0.88,0.43,-0.43,0,0
1647,Kepler-161,b,Transit,2,4.921355,0.000006,-0.000006,0,0.054,,,0,,,,,,,,,,0.189,0.012,-0.012,0,0,,,,,0.77,,,0,0,0.81,0.05,-0.05,0,0
1648,Kepler-161,c,Transit,2,7.06424,0.000011,-0.000011,0,0.068,,,0,,,,,,,,,,0.183,0.013,-0.013,0,1,,,,,0.77,,,0,0,0.81,0.05,-0.05,0,0
1659,Kepler-162,b,Transit,2,6.919798,0.000052,-0.000052,0,0.069,,,0,,,,,,,,,,0.112,0.06,-0.06,0,0,,,,,,,,,,0.96,0.51,-0.51,0,0
1660,Kepler-162,c,Transit,2,19.446355,0.000045,-0.000045,0,0.137,,,0,,,,,,,,,,0.27,0.145,-0.145,0,0,,,,,,,,,,0.96,0.51,-0.51,0,0
1671,Kepler-163,b,Transit,2,7.810937,0.000107,-0.000107,0,0.078,,,0,,,,,,,,,,0.094,0.039,-0.039,0,0,,,,,0.96,,,0,0,0.92,0.38,-0.38,0,0
1672,Kepler-163,c,Transit,2,21.347262,0.000081,-0.000081,0,0.152,,,0,,,,,,,,,,0.202,0.084,-0.084,0,0,,,,,0.96,,,0,0,0.92,0.38,-0.38,0,0
1683,Kepler-164,b,Transit,3,5.03503,0.000027,-0.000027,0,0.058,,,0,,,,,,,,,,0.126,0.025,-0.025,0,0,,,,,1.11,,,0,0,1.15,0.22,-0.22,0,0
1684,Kepler-164,c,Transit,3,10.945723,0.000029,-0.000029,0,0.097,,,0,,,,,,,,,,0.244,0.046,-0.046,0,0,,,,,1.11,,,0,0,1.15,0.22,-0.22,0,0
1685,Kepler-164,d,Transit,3,28.986769,0.000162,-0.000162,0,0.187,,,0,,,,,,,,,,0.219,0.042,-0.042,0,0,,,,,1.11,,,0,0,1.15,0.22,-0.22,0,0
1687,Kepler-1641,b,Transit,2,19.672266,0.00111,-0.00111,0,,,,,,,,,,,,,,0.277,0.101,-0.052,0,0,961,325.32,-166.05,0,1.12,0.16,-0.12,0,0,1.19,0.4,-0.19,0,0
1688,Kepler-1641,c,Transit,2,32.657212,0.003099,-0.003099,0,,,,,,,,,,,,,,0.263,0.087,-0.044,0,0,961,325.32,-166.05,0,1.12,0.16,-0.12,0,0,1.19,0.4,-0.19,0,0
